,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
2178,jay,5.0,its storage device small one physically holds lot great add capacity tablet cell this one supposed do it stores files various formats what ask for a lower price i suppose if wait year doubtless that,2014-11-01,37,0,0,0,0,0.0,0.0
2179,"Jay ""jason_j_a""",5.0,i bought ms surface tablet tripled storage space i copy media endless hours entertainment im plane ride hotels,2013-04-14,603,0,0,0,0,0.0,0.0
2180,Jaykron,4.0,i put moms asus transformer book ttacgr provide ample amount storage pictures music movies this performs well weve experience lag far great product,2014-01-02,340,1,1,2,0,0.5,0.0945312057342307
2181,Jay Macky,5.0,works and i write more damn it eleven words finally done this crap three more words,2013-09-02,462,0,0,0,0,0.0,0.0
2182,JayMo7,4.0,needed inexpensive sd card new htc one m perfect choice works perfectly thus far issues al it,2014-05-30,192,0,0,0,0,0.0,0.0
2183,Jay Payne,5.0,i macbook air curious could put timemachine backup sd card for experiment picked sandisk becauseive great luck cards pastusing microsd gives options changing tech going forwardamazon best buywell guess works great,2012-12-23,715,0,0,0,0,0.0,0.0
2184,"Jay_S ""jay_s""",5.0,there much said first sandisk name sandisk quality sandisk speed the packaging done well shipping issue as professional video photography ive never sandisk product fail me this unit purchased specifically gopro hero black could easily work canon d mk iii with adapter one dual slots,2014-02-01,310,0,0,0,0,0.0,0.0
2185,Jayson L.,5.0,at awesome price bought camera gopro phone great cyber monday price work advertised,2013-12-18,355,0,0,0,0,0.0,0.0
2186,"Jay Why ""Lookin' for the Answer""",5.0,does everything says without hitch works like charm reasonably priced makes good value too,2013-03-15,633,0,0,0,0,0.0,0.0
2187,"JaziJoi ""Joi L. Aldridge""",5.0,does suppose do i purchased samsung galaxy tablet no problems complaints,2012-12-17,721,0,0,0,0,0.0,0.0
2188,Jazz and Cocktails,5.0,using dbpoweramp i able rip entire collection card reasonable quality level thats point make sure compatible device buy,2014-05-15,207,1,0,1,1,1.0,0.2065493143772374
2189,Jazzman,5.0,i use tablet well camera i find slower speed cards work well taking pictures video it would nice sd adapter built wifi way dslr i would need buy one wifi card simply replace micro sd cards save money,2013-06-20,536,0,0,0,0,0.0,0.0
2190,"J. Baldwin ""JB""",5.0,use sammy tab formatted htc phone put tab,2012-08-12,848,0,0,0,0,0.0,0.0
2191,"J. Banks ""Bluesman""",5.0,works expected what else said these cards almost silly person proof looking reviews may say otherwise amazon shipped fast i happy,2013-11-20,383,0,0,0,0,0.0,0.0
2192,J. Banks,5.0,i currently downloaded music car sitting surface rt i done measurements fast transfer rate card is i tell fully capable playing music videos card surface rt lag all it also good value far pricesizespeed ratio,2013-03-30,618,0,0,0,0,0.0,0.0
2193,"JB ""BIG GUY""",5.0,i three cards now used devices the oldest one year old i bought third one ive problems errors kind i lost data them id consider solid investment great memory cards price per gb they even see abuse get used helmet sports cam sometimes shaking hits affected cards ability store video least,2013-07-11,515,0,0,0,0,0.0,0.0
2194,JBbyr4AnU,5.0,this san disk ultra fast gb gives lots storage phone ive got lots room apps photos music data too ill lots fun filling up,2013-04-29,588,0,0,0,0,0.0,0.0
2195,Jbd22g,4.0,i use everyday microsoft surface im happy no issues great speed wish prices would drop even though,2013-06-01,555,0,0,0,0,0.0,0.0
2196,J.Bentley,5.0,got girlfriend tablet i bought her love put music pictures tablet wants worry running space anymore,2014-03-31,252,0,0,0,0,0.0,0.0
2197,JBF31643,5.0,the sd card arrived quickly worked ever since initial install i removed used adapter laptop put back without issue im using droid razr m always select unmount option storage section prior removal ensure data lost i complaints item bought card replace gb card i purchased previously suddenly stopped working i paid little things well worth it i put lot mp files device card great,2013-12-03,370,0,0,0,0,0.0,0.0
2198,J-B,5.0,great name brand class card great price best net time i bought one it works perfectly fast cant go wrong spend extra couple bucks real deal dont fooled knock off slow speed import,2013-03-02,646,0,0,0,0,0.0,0.0
2199,JB,5.0,sandisk great brand never complaint is working fine galaxy tab would recommend,2013-10-16,418,0,0,0,0,0.0,0.0
2200,"J. Blanco ""C""",5.0,i bought galaxy cell phone i love extra space fro music large picture files,2013-01-11,696,0,0,0,0,0.0,0.0
2201,JBM,5.0,i liked color liked i worry getting confused microsd cards i lying around it functions i expected given made sandisk,2012-10-30,769,0,0,0,0,0.0,0.0
2202,J. Burt,5.0,its fast card reliable offers tons space nook hd solid buy regret,2013-07-13,513,0,0,0,0,0.0,0.0
2203,J. Bush,5.0,card worked automatically immediately samsung note edition tablet transfer fast faultless thus far previous reports issues sandisk memory cards working samsungandroid devices concerned seem occur newer xc versions,2013-10-25,409,0,0,0,0,0.0,0.0
2204,"jbwam ""jbwam""",2.0,i called sandisk say new card version corrects problem sandisk sandisk tech says new package show card made march dont know includes march probably does corrected some older late reportedly ok who knowsthey even say provide free ups return labelof course taking risk whether problem really fixed keep backups i know i would do,2013-06-14,542,1,0,1,1,1.0,0.2065493143772374
2205,"JCB ""dependanSEA""",1.0,fast card worked died less week return period expired must note though nature memory storage card drive some fail last forever not sandisks fault amazons fault is but reason think amazon extend return period items fall category dont worry amazon still love feel like played role proctologist one,2012-12-14,724,0,0,0,0,0.0,0.0
2206,JCBiker,5.0,i bought garmin virb action cam it store hours video great thats batteries record its fast big want,2013-10-31,403,1,0,1,1,1.0,0.2065493143772374
2207,JC Cody,5.0,i use samsung glaxy s increase gb the device gb increase gb,2013-09-02,462,0,0,0,0,0.0,0.0
2208,J. Cervantes,5.0,it performs well bought good price works great s problems used samsung epic phone trouble using kept getting sd card suddenly removed notification,2013-08-15,480,0,0,0,0,0.0,0.0
2209,JC,5.0,what i sayim using double memory asus tf from gb card good readwrite performance sandiskrecommended,2013-06-19,537,0,0,0,0,0.0,0.0
2210,"JConn_Lefty ""Steve""",4.0,using year issues come amazon much put review memory card,2014-02-13,298,0,0,0,0,0.0,0.0
2211,Jcrutch72,5.0,popped in formatted works finebe sure power first didnt didnt like it reboot anyway,2012-10-24,775,0,0,0,0,0.0,0.0
2212,J. Cruz,5.0,i bought micro sd card galaxy note months ago great plug play problems it recognized immediate right i able transfer gb videosmusic phone right away the transfer speed good i expecting reading guides type sd cards this good product i recommend anyone looking sd card,2013-04-26,591,0,0,0,0,0.0,0.0
2213,J. David Kerr,5.0,i placed sandisk ultra gb microsdhc cuhs memory card without adapter samsung hmx w camcorder works great,2013-07-06,520,0,0,0,0,0.0,0.0
2214,J. Davis,5.0,used gopro hero black edition works like charm it comes adaptor use regular sd card slot read microsd card reader issues pushing video even high quality high frame rate video card flawless,2013-02-28,648,0,0,0,0,0.0,0.0
2215,J/D.,5.0,its amazing think i need space i do gb nice love worry needing space phoneyet,2014-04-18,234,0,0,0,0,0.0,0.0
2216,JD,5.0,i use go pro never issue recording p video skip beat its hard beat prices sd cards amazon always first place i check,2013-03-28,620,0,0,0,0,0.0,0.0
2217,JD,5.0,popped galaxy s worksdisk came enclosure used inserting pcs laptops devicesshipping fast,2014-05-27,195,0,0,0,0,0.0,0.0
2218,"J. Dominique Andre ""Dominique Andre""",1.0,i bought new galaxy note i realized device recognize ittried devices laptops desktop macbook workvery disappointed,2013-12-25,348,0,0,0,0,0.0,0.0
2219,"J. Donaldson ""Cal-diver""",5.0,this little microsdhc memory card sandisk equal reputation it fast enough large enough store stream full length movies weve ripped dvd collection this perfect addition new smartphones we bought three recently purchased smartphoneshighly recommended me,2013-10-11,423,0,0,0,0,0.0,0.0
2220,J. Dresser,5.0,the disk keeps data input neat compact responds computer readily i really like it might get another one id recommend friend anytime,2013-04-11,606,0,0,0,0,0.0,0.0
2221,J. D. Rohne,5.0,use tablet pc extra drive great speeds verse cheaper brands nothing else really say,2013-12-28,345,0,0,0,0,0.0,0.0
2222,"J.E. Amiot ""Joe""",5.0,sandisk makes quality products count small price competition again pay thing fits bill needs save extra money give needy family memberwe recommend product a rating,2014-02-13,298,0,0,0,0,0.0,0.0
2223,jeanette,5.0,i bought extra storage samsung tablet if anyone wonders direction place black side back red gray side face front screen aldo works great canon dslr adapter,2014-01-21,321,0,0,0,0,0.0,0.0
2224,Jean-francois Noel,5.0,brand new card working perfectly good using action cameras gopro hero contour gps no problem far,2014-03-02,281,0,0,0,0,0.0,0.0
2225,jeanjaguar,5.0,i bought new gopro black it works wonderfully i totally recommend looking high quality speed,2013-03-21,627,0,0,0,0,0.0,0.0
2226,JEFE,5.0,put samsung s works great stores lots pictures easy load unload also download pictures computer easily,2014-06-16,175,1,0,1,1,1.0,0.2065493143772374
2227,Jeff A,5.0,got new galaxy s it works great tripled memory compatible worth every cent able carry ton music podcasts,2013-02-21,655,0,0,0,0,0.0,0.0
2228,Jeff Baker,5.0,bought micro sd card samsung galaxy note works flawlessly lots space fast,2013-05-20,567,0,0,0,0,0.0,0.0
2229,"Jeff ""Brown Coat""",5.0,from ive seen memory seems best stats transfer speeds whatnot ill let research own far rest concernedprosthe packaging plenty protect productcame adapter full size sd card most do definitely nicethe price beat i could find locallyconsnone really i think of,2013-11-06,397,0,0,0,0,0.0,0.0
2230,"Jeff Chasick ""average user""",5.0,great price at time purchased it sandisk known making great memory cards use itin gopro,2013-11-17,386,0,0,0,0,0.0,0.0
2231,Jeff DeVore,5.0,i ordered use sghi delivered days i problems far i would say great buy price i would suggest use high end smartphone,2014-03-20,263,0,0,0,0,0.0,0.0
2232,Jeff Felker,5.0,ive used assortment phones devices works flawlessly good transfer speeds i ever problem card many sandisk cards ive used i keep using brand failed yet great little devices like one make life easier,2014-07-04,157,0,0,0,0,0.0,0.0
2233,jeff,5.0,i bought memory card replace gb memory card zte valey phoneand works great,2014-03-03,280,0,0,0,0,0.0,0.0
2234,Jeff,5.0,many devices still work well gb capacity cards these gb cards often available sell great price work fantastically,2014-06-29,162,0,0,0,0,0.0,0.0
